 # n , Magnetizacion(n), Emedia(n)
    1     0.0250    0.0025
    2     0.0300    0.0050
    3     0.0350    0.0075
    4     0.0350    0.0100
    5     0.0400    0.0125
    6     0.0350    0.0150
    7     0.0300    0.0175
    8     0.0250    0.0200
    9     0.0300    0.0225
   10     0.0250    0.0250
   11     0.0300    0.0275
   12     0.0350    0.0300
   13     0.0300    0.0325
   14     0.0250    0.0350
   15     0.0300    0.0375
   16     0.0300    0.0400
   17     0.0250    0.0425
   18     0.0250    0.0450
   19     0.0300    0.0475
   20     0.0250    0.0500
   21     0.0300    0.0525
   22     0.0250    0.0550
   23     0.0300    0.0575
   24     0.0350    0.0600
   25     0.0300    0.0625
   26     0.0350    0.0650
   27     0.0350    0.0675
   28     0.0400    0.0700
   29     0.0350    0.0725
   30     0.0300    0.0750
   31     0.0350    0.0775
   32     0.0300    0.0800
   33     0.0350    0.0825
   34     0.0400    0.0850
   35     0.0450    0.0875
   36     0.0500    0.0900
   37     0.0550    0.0925
   38     0.0500    0.0950
   39     0.0550    0.0975
   40     0.0600    0.1000
   41     0.0550    0.1025
   42     0.0600    0.1050
   43     0.0550    0.1075
   44     0.0500    0.1100
   45     0.0550    0.1125
   46     0.0600    0.1150
   47     0.0650    0.1175
   48     0.0600    0.1200
   49     0.0600    0.1225
   50     0.0600    0.1250
   51     0.0650    0.1275
   52     0.0700    0.1300
   53     0.0750    0.1325
   54     0.0800    0.1350
   55     0.0750    0.1375
   56     0.0700    0.1400
   57     0.0750    0.1425
   58     0.0700    0.1450
   59     0.0650    0.1475
   60     0.0650    0.1500
   61     0.0600    0.1525
   62     0.0600    0.1550
   63     0.0550    0.1575
   64     0.0550    0.1600
   65     0.0500    0.1625
   66     0.0450    0.1650
   67     0.0500    0.1675
   68     0.0500    0.1700
   69     0.0450    0.1725
   70     0.0450    0.1750
   71     0.0500    0.1775
   72     0.0550    0.1800
   73     0.0600    0.1825
   74     0.0550    0.1850
   75     0.0600    0.1875
   76     0.0550    0.1900
   77     0.0600    0.1925
   78     0.0550    0.1950
   79     0.0500    0.1975
   80     0.0550    0.2000
   81     0.0550    0.2025
   82     0.0500    0.2050
   83     0.0500    0.2075
   84     0.0500    0.2100
   85     0.0450    0.2125
   86     0.0500    0.2150
   87     0.0550    0.2175
   88     0.0600    0.2200
   89     0.0550    0.2225
   90     0.0600    0.2250
   91     0.0550    0.2275
   92     0.0600    0.2300
   93     0.0550    0.2325
   94     0.0500    0.2350
   95     0.0550    0.2375
   96     0.0600    0.2400
   97     0.0650    0.2425
   98     0.0600    0.2450
   99     0.0650    0.2475
  100     0.0600    0.2500
  101     0.0550    0.2525
  102     0.0600    0.2550
  103     0.0600    0.2575
  104     0.0650    0.2600
  105     0.0700    0.2625
  106     0.0650    0.2650
  107     0.0700    0.2675
  108     0.0750    0.2700
  109     0.0800    0.2725
  110     0.0750    0.2750
  111     0.0800    0.2775
  112     0.0750    0.2800
  113     0.0800    0.2825
  114     0.0850    0.2850
  115     0.0800    0.2875
  116     0.0850    0.2900
  117     0.0800    0.2925
  118     0.0850    0.2950
  119     0.0900    0.2975
  120     0.0950    0.3000
  121     0.0900    0.3025
  122     0.0950    0.3050
  123     0.0900    0.3075
  124     0.0900    0.3100
  125     0.0950    0.3125
  126     0.0900    0.3150
  127     0.0900    0.3175
  128     0.0850    0.3200
  129     0.0900    0.3225
  130     0.0850    0.3250
  131     0.0800    0.3275
  132     0.0850    0.3300
  133     0.0900    0.3325
  134     0.0950    0.3350
  135     0.0900    0.3375
  136     0.0850    0.3400
  137     0.0900    0.3425
  138     0.0950    0.3450
  139     0.0900    0.3475
  140     0.0950    0.3500
  141     0.1000    0.3525
  142     0.1050    0.3550
  143     0.1050    0.3575
  144     0.1000    0.3600
  145     0.0950    0.3625
  146     0.0900    0.3650
  147     0.0850    0.3675
  148     0.0900    0.3700
  149     0.0900    0.3725
  150     0.0950    0.3750
  151     0.1000    0.3775
  152     0.1050    0.3800
  153     0.1000    0.3825
  154     0.1050    0.3850
  155     0.1000    0.3875
  156     0.1050    0.3900
  157     0.1000    0.3925
  158     0.1050    0.3950
  159     0.1000    0.3975
  160     0.0950    0.4000
  161     0.0900    0.4025
  162     0.0950    0.4050
  163     0.0900    0.4075
  164     0.0950    0.4100
  165     0.1000    0.4125
  166     0.0950    0.4150
  167     0.1000    0.4175
  168     0.0950    0.4200
  169     0.0900    0.4225
  170     0.0850    0.4250
  171     0.0800    0.4275
  172     0.0750    0.4300
  173     0.0800    0.4325
  174     0.0800    0.4350
  175     0.0850    0.4375
  176     0.0900    0.4400
  177     0.0950    0.4425
  178     0.1000    0.4450
  179     0.1050    0.4475
  180     0.1000    0.4500
  181     0.1050    0.4525
  182     0.1100    0.4550
  183     0.1150    0.4575
  184     0.1100    0.4600
  185     0.1050    0.4625
  186     0.1100    0.4650
  187     0.1150    0.4675
  188     0.1200    0.4700
  189     0.1250    0.4725
  190     0.1300    0.4750
  191     0.1350    0.4775
  192     0.1300    0.4800
  193     0.1300    0.4825
  194     0.1300    0.4850
  195     0.1250    0.4875
  196     0.1300    0.4900
  197     0.1350    0.4925
  198     0.1400    0.4950
  199     0.1350    0.4975
  200     0.1300    0.5000
  201     0.1250    0.5025
  202     0.1200    0.5050
  203     0.1200    0.5075
  204     0.1150    0.5100
  205     0.1100    0.5125
  206     0.1150    0.5150
  207     0.1200    0.5175
  208     0.1250    0.5200
  209     0.1200    0.5225
  210     0.1150    0.5250
  211     0.1200    0.5275
  212     0.1150    0.5300
  213     0.1100    0.5325
  214     0.1050    0.5350
  215     0.1100    0.5375
  216     0.1050    0.5400
  217     0.1000    0.5425
  218     0.1050    0.5450
  219     0.1100    0.5475
  220     0.1050    0.5500
  221     0.1050    0.5525
  222     0.1100    0.5550
  223     0.1150    0.5575
  224     0.1100    0.5600
  225     0.1150    0.5625
  226     0.1150    0.5650
  227     0.1100    0.5675
  228     0.1050    0.5700
  229     0.1100    0.5725
  230     0.1150    0.5750
  231     0.1200    0.5775
  232     0.1250    0.5800
  233     0.1200    0.5825
  234     0.1250    0.5850
  235     0.1200    0.5875
  236     0.1150    0.5900
  237     0.1100    0.5925
  238     0.1150    0.5950
  239     0.1100    0.5975
  240     0.1150    0.6000
  241     0.1100    0.6025
  242     0.1050    0.6050
  243     0.1100    0.6075
  244     0.1050    0.6100
  245     0.1000    0.6125
  246     0.1000    0.6150
  247     0.0950    0.6175
  248     0.1000    0.6200
  249     0.1050    0.6225
  250     0.1000    0.6250
  251     0.0950    0.6275
  252     0.0900    0.6300
  253     0.0850    0.6325
  254     0.0900    0.6350
  255     0.0850    0.6375
  256     0.0850    0.6400
  257     0.0900    0.6425
  258     0.0950    0.6450
  259     0.0900    0.6475
  260     0.0850    0.6500
  261     0.0900    0.6525
  262     0.0950    0.6550
  263     0.1000    0.6575
  264     0.1050    0.6600
  265     0.1000    0.6625
  266     0.1050    0.6650
  267     0.1100    0.6675
  268     0.1150    0.6700
  269     0.1100    0.6725
  270     0.1050    0.6750
  271     0.1100    0.6775
  272     0.1150    0.6800
  273     0.1100    0.6825
  274     0.1100    0.6850
  275     0.1050    0.6875
  276     0.1000    0.6900
  277     0.1000    0.6925
  278     0.1050    0.6950
  279     0.1100    0.6975
  280     0.1150    0.7000
  281     0.1100    0.7025
  282     0.1050    0.7050
  283     0.1100    0.7075
  284     0.1100    0.7100
  285     0.1150    0.7125
  286     0.1150    0.7150
  287     0.1100    0.7175
  288     0.1050    0.7200
  289     0.1000    0.7225
  290     0.0950    0.7250
  291     0.1000    0.7275
  292     0.1050    0.7300
  293     0.1100    0.7325
  294     0.1150    0.7350
  295     0.1100    0.7375
  296     0.1050    0.7400
  297     0.1000    0.7425
  298     0.1000    0.7450
  299     0.1000    0.7475
  300     0.1050    0.7500
  301     0.1000    0.7525
  302     0.1050    0.7550
  303     0.1100    0.7575
  304     0.1050    0.7600
  305     0.1050    0.7625
  306     0.1000    0.7650
  307     0.0950    0.7675
  308     0.0900    0.7700
